,Unnamed: 0,ID,Z_RGES,Z_Up,Z_Down,Penalty,SMILES,GNN_prob,GNN_pred,score_mcts
516,516,ZINC000409231042,-4.4123762189999995,-0.42487923200000005,3.987496988,0.12857142900000001,Cc1cc(/C=C2/C(=O)NC(=O)N(c3cccnc3)C2=O)c(C)n1-c1ccc(Cl)cc1,0.92440087,1,0.9244008827675094
517,517,ZINC000100001965,-4.411978221,-2.588505749,1.823472472,0.028571429,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@H]1c1ccccc1Cl,0.007237984,0,0.007237983953755361
518,518,ZINC000012814172,-4.411738708,-3.0412470710000004,1.370491637,0.032142857000000004,Cc1oc(-c2ccccc2)nc1CSc1nnc(N2CCOCC2)n1Cc1ccccc1,0.8714049999999999,1,0.8714050104286001
519,519,ZINC000113968123,-4.410293577,-1.663198283,2.747095295,0.026041667,Cc1cc(C)cc(NC(=O)CCCN(c2ccccc2C)S(C)(=O)=O)c1,0.9497139000000001,1,0.9497139430092715
520,520,ZINC000018094881,-4.410135819,-1.946675736,2.4634600840000003,0.036755952,CCN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)c1ccc2[nH]c(C)c(C)c2c1,0.98350155,1,0.9835015680189084
521,521,ZINC000003646886,-4.409377573,-1.644424348,2.7649532239999997,0.013988095,O=C1c2ccccc2-c2nn(C(=O)c3ccncc3)c3cccc1c23,0.41305600000000003,0,0.4130560366314954
522,522,ZINC000007986939,-4.40918059,-2.685870963,1.723309627,0.061755952,CCOc1ccc2nc(SCc3nc4ccsc4c(=O)[nH]3)[nH]c2c1,0.4530369000000001,0,0.45303683066134964
523,523,ZINC000008614631,-4.40777297,-2.066899829,2.340873142,0.026636905,C[N+]1=C(/C=C\c2cccc([N+](=O)[O-])c2)C(C)(C)c2ccccc21,0.9794497999999999,1,0.9794498232057487
524,524,ZINC000003851440,-4.406297346000001,-1.176876276,3.22942107,0.07485119,CC1(C)O[C@H]2CO[C@]3(CN=[N+]=[N-])OC(C)(C)O[C@@H]3[C@@H]2O1,0.13859476,0,0.13859478641163725
525,525,ZINC000004671150,-4.406027827,-2.563627187,1.84240064,0.042559524,O=S(=O)(Oc1cccc2cccnc12)c1ccc(Br)cc1,0.27964726,0,0.2796470382097913
526,526,ZINC000005395884,-4.405926068,-3.2210241280000003,1.18490194,0.05327381,COC(=O)/C=C1\C=CC=C[C@]12[C@H](C(=O)OC)c1ccccc1[C@H](C(=O)OC)[C@@H]2C(=O)OC,0.82258517,1,0.8225851205230176
527,527,ZINC000020245910,-4.405611585,-0.42487923200000005,3.980732353,0.020833333,CN(C)S(=O)(=O)N(C)c1ccc(C(=O)N2CCN(C=O)CC2)cc1,0.8723354,1,0.8723353496350279
528,528,ZINC000004724127,-4.4032526039999995,-2.372366773,2.030885831,0.003571429,O=C1NC(=O)N(c2ccccc2F)C(=O)/C1=C\c1cccc(Br)c1,0.8738457000000001,1,0.8738455563882251
529,529,ZINC000067894809,-4.403167821,-1.4854904690000001,2.9176773519999997,0.015922619,CCN(CC)Cc1cnc2c(C(=O)N[C@H](C)C(=O)N(C)C)cnn2c1,0.39015263,0,0.39015253449143994
530,530,ZINC000067880229,-4.401193197,-1.5383669530000001,2.862826245,0.078125,C[C@@H]1CNC(=O)CCN1Cc1cnc2c(-c3ccccc3)cnn2c1,0.6835045,1,0.683504192922594
531,531,ZINC000008728259,-4.400623637,0.132215635,4.5328392719999995,0.066369048,O=C(c1cn(-c2ccccc2)nc1-c1cccnc1)N1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1,0.5621253,1,0.56212532301603
532,532,ZINC000049510865,-4.400512922,-2.314626379,2.085886543,0.026636905,O=C(/C=C/c1ccccc1Cl)Nc1ccc2c(c1)CN(C(=O)c1ccco1)CC2,0.9588361999999999,1,0.9588362322927607
533,533,ZINC000256016116,-4.400365784,-1.574805833,2.8255599510000002,0.015922619,CC(=O)OCCN(CCC#N)c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,0.7843973000000001,1,0.784397383493101
534,534,ZINC000096156548,-4.396195296,-1.863182932,2.533012364,0.023065476,O=C(c1ccncc1)N1CCC[C@@H]1c1nnn2cc(-c3ccccc3)ccc12,0.529338,1,0.5293381005225888
535,535,ZINC000095743527,-4.396100758,-1.0775785009999999,3.3185222569999997,0.013988095,CC(C)(C)OC(=O)NC1(C(F)(F)F)CNC1,0.9957448,1,0.9957448270029424
536,536,ZINC000002993520,-4.395711399,-2.0826798330000003,2.313031566,0.0,O=C1NC(=S)S/C1=C\c1ccccc1OCCOc1ccccc1,0.95901126,1,0.9590112428144392
537,537,ZINC000038508372,-4.395307832,-2.339459498,2.055848334,0.046130952,Cc1nc2c(ccc3nc(NC(=O)c4nn(C)cc4C)sc32)s1,0.9340388000000001,1,0.9340388185365542
538,538,ZINC000072435661,-4.394668675,-1.490354299,2.9043143760000003,0.019196428999999997,Cc1nn(C)c2nc(-c3cccnc3)nc(NCc3nnn[nH]3)c12,0.33124554,0,0.3312454954588539
539,539,ZINC000000346438,-4.3930500630000004,-1.957309341,2.435740722,0.047470238,NNc1nc(NN)c2c3c(sc2n1)CCCC3,0.8914518,1,0.8914518278661733
540,540,ZINC000002950282,-4.391529867,-1.921044131,2.470485736,0.01235119,O=C1NC(=O)C(=Cc2ccc(OC(=O)c3ccc(Cl)cc3)cc2)C(=O)N1,0.95007914,1,0.9500791225724252
541,541,ZINC000003669276,-4.3911171389999994,-1.935055943,2.456061196,0.049107143,N#CCCN(/N=C/c1ccccc1O)C1=NS(=O)(=O)c2ccccc21,0.43755847,0,0.43755828667139557
542,542,ZINC000009545493,-4.39050062,0.127558833,4.518059453,0.118452381,Cc1sc2nc(CS[C@H](C)C(=O)N[C@H](C)C34CC5CC(CC(C5)C3)C4)[nH]c(=O)c2c1C,0.98083705,1,0.9808370557772277
543,543,ZINC000534676249,-4.390415627,-0.15001709900000001,4.240398528,0.047172619000000006,CN=c1ccc(-c2cccc(C(=O)N(C)[C@@H](C)Cc3ccccc3OC)c2)c[nH]1,0.43847874,0,0.4384788416885167
544,544,ZINC000257232936,-4.390292682,-2.496184532,1.89410815,0.015922619,C[C@]1(Cc2ccc(F)cc2)Cc2cc(C(=O)N(CCCc3ccccc3)CC(=O)O)ccc2O1,0.8525473,1,0.8525474150346404
545,545,ZINC000005182364,-4.389384344,-1.921044131,2.4683402130000003,0.031547619,Brc1ccc(-c2cn3ncsc3n2)cc1,0.5670276,1,0.5670275797893383
546,546,ZINC000009833991,-4.387971428,-1.4165860209999999,2.971385407,0.095684524,C[C@@H](Oc1ccccc1)C(=O)N(c1ccc(Br)cc1)[C@@H]1C=CS(=O)(=O)C1,0.70530796,1,0.7053080568899696
547,547,ZINC000028987962,-4.3872313919999995,-2.378460886,2.008770505,0.033779762000000005,CCN(c1ccc(NC(=O)CCNC(=O)/C=C/c2ccco2)cc1)C(C)C,0.9446898000000001,1,0.9446898485575373
548,548,ZINC000104134086,-4.386152828,-2.783799741,1.6023530869999998,0.015922619,C1=C[C@@]23C[C@H](c4ccccc42)[C@H]2c4ccccc4[C@]23C=C1,0.99224603,1,0.9922459787334919
549,549,ZINC000100834902,-4.385526386,-2.126634911,2.258891475,0.035119048,COc1ccc(C2=C[C@@H](c3ccc(OC)cc3OC)n3ncnc3N2)cc1,0.6766863000000001,1,0.6766862836746363
550,550,ZINC000096060418,-4.385270504,-1.663198283,2.722072222,0.010416667,CCn1cc2c(n1)CN(Cc1ccoc1)C[C@@H]2COCC1CC1,0.7892477,1,0.7892477214040807
551,551,ZINC000257217686,-4.385228057,-1.230837474,3.154390583,0.034821429,O=C(c1cccc(Nc2ncccn2)c1)N1CCOC[C@H](Cc2ccc3nccn3c2)C1,0.19146831,0,0.19146841337965007
552,552,ZINC000169694786,-4.384981876,-1.8277233419999999,2.5572585340000002,0.0,Cc1ccc([C@H]2OC3(C(=O)c4ccccc4C3=O)[C@H]3C(=O)N(c4ccc(C(C)C)cc4)C(=O)[C@@H]23)cc1,0.13116235,0,0.13116246110989674
553,553,ZINC000013329926,-4.383866278999999,-2.100597343,2.283268936,0.013988095,C=C1CC[C@@H]2[C@@](C)(CCC[C@@]2(C)C(=O)O)[C@H]1CC/C(=C\CO)CO,0.6352504,1,0.6352506205039237
554,554,ZINC000000087187,-4.383667244,-1.326769985,3.056897259,0.021130952,O=C(O)c1cc(NS(=O)(=O)/C=C/c2ccccc2)cc(C(=O)O)c1,0.109122835,0,0.10912273862507822
555,555,ZINC000306124012,-4.3804194380000006,-1.5383669530000001,2.842052486,0.026041667,Fc1ccc(CN2CCC(n3cnc4nccnc43)CC2)cc1,0.986157,1,0.9861570218088694
556,556,ZINC000020394516,-4.379505605,-2.096236668,2.283268936,0.02827381,c1nc(NCCCN2CCOCC2)c2sc3nc(N4CCOCC4)c4c(c3c2n1)CCC4,0.99075264,1,0.9907526782202648
557,557,ZINC000093811051,-4.379433809,-2.580710021,1.7987237880000002,0.040327381,CN(Cc1ccc(F)cc1C(F)(F)F)Cc1ncnn1C,0.96506834,1,0.9650683041314758
558,558,ZINC000110712697,-4.377851853999999,-1.658092991,2.719758863,0.003571429,FC(F)(F)c1ccccc1[C@H]1CN(C[C@H]2CCOC2)CCO1,0.9781133,1,0.9781133094073382
559,559,ZINC000071280491,-4.377676547,-1.4165860209999999,2.9610905260000004,0.022767857000000002,Cc1nn([C@@H]2CCS(=O)(=O)C2)c2c1[C@H](C1CCCCC1)CC(O)=N2,0.7895478,1,0.7895480191091974
560,560,ZINC000012551361,-4.3753789119999995,-1.89846193,2.476916982,0.029910713999999998,COc1cc(OC)cc([C@@H](Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c2nccn2C)c1,0.64377594,1,0.6437759805082323
561,561,ZINC000013692358,-4.371614063,-1.6019490109999999,2.7696650519999997,0.013988095,COc1cc(/C=C2\Oc3c(ccc4c3CN(Cc3ccccn3)CO4)C2=O)cc(OC)c1OC,0.28683802,0,0.2868380685995261
562,562,ZINC000001563877,-4.3714860810000005,-2.069429479,2.302056603,0.033482143,c1ccc([C@@]23C[C@H]4CCCC[C@@H]4C[C@@H]2O3)cc1,0.45436746,0,0.45436736557147045
563,563,ZINC000005567126,-4.370873532,-1.5490373519999998,2.82183618,0.005208333,Cc1cnc(N/N=C\c2c(CO)cnc(C)c2O)s1,0.52950853,1,0.5295083567001623
564,564,ZINC000005345602,-4.370480216,-2.1998094409999998,2.170670775,0.056547619,COc1ccc([C@@H]2C(C(C)=O)=C(C)Oc3ncn4nc(-c5ccncc5)nc4c32)cc1,0.12512067,0,0.12512060704571862
565,565,ZINC000013643576,-4.370161412,-1.20119232,3.1689690919999998,0.060863095,Cn1cc(/C=C/C(=O)c2cccc(F)c2)cc1/C=C/C(=O)NO,0.8290168,1,0.8290168159846635
566,566,ZINC000009332771,-4.369991973,-2.270760281,2.099231692,0.037053571,O=C1NC(=O)/C(=C\C=C\c2ccccc2)S1,0.8909731,1,0.890973086335552
567,567,ZINC000020145042,-4.36891147,-1.92403029,2.44488118,0.033184524,O=C(/C=C/c1ccccc1)Nc1ccc(Cl)c(-c2ccc(CO)o2)c1,0.6307563,1,0.6307562676673019
568,568,ZINC000252429448,-4.368415916,-2.045736803,2.322679113,0.041964285999999996,Sc1nnc(-c2ccc(Cl)cc2)n1N=Cc1ccccc1,0.6028932,1,0.602893239392394
569,569,ZINC000004192050,-4.364903742,-1.763280144,2.601623598,0.055952380999999995,Cc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)o1,0.40939358,0,0.4093937838733185
570,570,ZINC000013010667,-4.3633065769999995,-1.5383669530000001,2.824939625,0.010416667,Fc1ccc(Nc2nc(NCc3ccc4c(c3)OCO4)nc3nccnc23)cc1,0.6517170999999999,1,0.6517171556767807
571,571,ZINC000004628853,-4.3630990910000005,-1.951138836,2.4119602540000002,0.038690476,COc1cccc(/C=C2\C(=O)N(c3ccc4ccccc4c3)N=C2C)c1,0.24814516,0,0.24814525751516806
572,572,ZINC000006856446,-4.36277697,-1.9155404980000001,2.4472364719999997,0.003571429,C=CCn1nnnc1NCc1ccc(-c2ccc(Cl)cc2Cl)o1,0.5450257,1,0.5450255051239924
573,573,ZINC000008872243,-4.362493812,-2.49503058,1.867463232,0.008779762,Clc1ccccc1COc1ccccc1/C=N/Nc1nc(N2CCCC2)nc(N2CCCC2)n1,0.92367667,1,0.9236766841243277
574,574,ZINC000002421069,-4.362418244,-1.494181066,2.868237178,0.019196428999999997,Cc1cccc(S(=O)(=O)c2c(N)n(/N=C/c3c[nH]c4ccccc34)c3nc4ccccc4nc23)c1,0.11018062,0,0.1101806358616862
575,575,ZINC000257226746,-4.362147097,-2.0826798330000003,2.279467264,0.0,Cn1ccnc1-c1nccnc1C1CCN(C(=O)c2ccnc(Cc3cccc(F)c3)c2)CC1,0.8748813,1,0.8748813607027693
576,576,ZINC001772705695,-4.361204923,-1.192115946,3.169088977,0.02797619,Clc1cnn(CCN2C[C@@H]3CNC[C@]3(CCc3ccccc3)C2)c1,0.89077777,1,0.8907780209631584
577,577,ZINC000004161666,-4.360377206,-0.29405727,4.066319936,0.101488095,Fc1ccc(C2=NNC(c3cccnc3)=Nc3ccc(Cl)cc32)cc1,0.99901056,1,0.9990105763454595
578,578,ZINC000223549380,-4.360372207,-2.155506234,2.204865973,0.030208332999999997,O=[N+]([O-])c1cccc(-n2cccc2[C@@H]2[C@H](c3ccccn3)NC(=S)N2Cc2ccccn2)c1,0.25836620000000005,0,0.25836620169459684
579,579,ZINC000006571345,-4.359700453,-1.8266880890000001,2.533012364,0.010416667,Cc1cc(O)c(C(=O)/C=C/c2cc3c4c(c2)CCCN4CCC3)c(=O)o1,0.5402222,1,0.5402224868828605
580,580,ZINC000006312114,-4.359214788,-1.9794300519999999,2.379784735,0.02827381,C#CCOc1cccc(/C=N/Nc2nc3ccccc3s2)c1,0.68054825,1,0.680548260825474
581,581,ZINC000105155298,-4.358791851,-1.8337587869999998,2.525033065,0.015922619,C=C1CC[C@H]2[C@@](C)(CCC[C@@]2(C)C(=O)O)[C@@H]1CC/C(=C\CO)CO,0.34228668,0,0.34228651548448596
582,582,ZINC000585275477,-4.35878944,-1.8277233419999999,2.531066097,0.0,O=C(c1cc(C(F)(F)F)n[nH]1)N1CC[C@@](O)(COc2ccccc2)C1,0.7343267,1,0.7343269372093555
583,583,ZINC000021522561,-4.358671558,-3.527911741,0.830759817,0.071130952,O=S(=O)(c1ccc(Cl)cc1)c1cnc2ccc(F)cc2c1N1CCCC1,0.29450434,0,0.2945044013069599
584,584,ZINC000220613019,-4.358067173,-2.065951203,2.29211597,0.019494048,CC[C@H](C(=O)Nc1cc(OC)ccc1OC)N(c1cccc(OC)c1)S(C)(=O)=O,0.054242913,0,0.054242916367882366
585,585,ZINC000013769020,-4.357603554,-2.081613405,2.275990149,0.031845238,N=C1/C(=C/c2ccc(OC(=O)c3ccc(Cl)cc3)cc2)C(=O)N=C2SC(c3cccnc3)=NN12,0.55477965,1,0.5547795693091706
586,586,ZINC000004023099,-4.357199799,-2.546948714,1.8102510859999998,0.058184524,C=C[C@@H]1O[C@H]2CCCC[C@H]2C2=CCCC[C@@H]21,0.8042305999999999,1,0.8042308604195906
587,587,ZINC000096083708,-4.3569221119999995,-2.078896506,2.278025606,0.007142857,CC[C@H](C)N1CCc2nc(N3CCCC3)nc(NC(C)C)c2C1,0.9249707,1,0.9249706412298329
588,588,ZINC000032100229,-4.356729355,-1.308365316,3.048364039,0.005208333,CC(=O)N1CCN(C(=O)c2ccc3c(c2)C(=O)N(Cc2ccc(F)cc2)C3=O)CC1,0.99603045,1,0.9960304588591284
589,589,ZINC000218233285,-4.3564337019999995,-2.400988758,1.9554449440000001,0.023065476,Cc1ccc(S(=O)(=O)[C@@H]2[C@H](c3ccc(Br)cc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1,0.20525457,0,0.20525457674988498
590,590,ZINC000009435681,-4.3564191,-1.68800445,2.66841465,0.021130952,COc1cc(NC(=O)[C@H]2[C@H]3C=C[C@]4(CN(C5CCCC5)C(=O)[C@H]24)O3)cc(OC)c1OC,0.13046679,0,0.1304668377273789
591,591,ZINC000035590572,-4.353932667,-1.5383669530000001,2.815565715,0.005208333,O=C(NCCn1ncc2c(NCCc3ccccc3)ncnc21)[C@H]1CC(=O)N(c2ccc(F)cc2)C1,0.9649191999999999,1,0.9649192395403279
592,592,ZINC000023337945,-4.35275162,-1.036504281,3.316247339,0.024404762000000003,Clc1ccc(-n2cc(-c3ccnc(NCc4cccnc4)n3)cn2)cc1,0.12889417,0,0.12889418769296618
593,593,ZINC000096262762,-4.351371543,-1.8680859969999999,2.483285545,0.003571429,CCN1CC[C@]2(CN(CC(C)C)CC23CCN(C(=O)c2ccoc2)CC3)C1=O,0.99997735,1,0.9999773717781888
594,594,ZINC000003104138,-4.351304659,-1.9066670369999998,2.4446376219999997,0.017559524,O=C(c1ccc(Cl)c([N+](=O)[O-])c1)n1nnc2ccccc21,0.83369803,1,0.8336980622223336
595,595,ZINC000101189830,-4.3495141010000005,-2.677108051,1.67240605,0.023065476,Fc1ccc([C@@H]2C=C(c3ccc(OC(F)F)cc3)Nc3ncnn32)cc1,0.83652073,1,0.8365208212198223
596,596,ZINC000059514376,-4.349083663,-2.0389809309999998,2.3101027309999997,0.045535714000000005,Cn1cc(/C=N/Nc2nc(N3CCCCC3)nc(N3CCOCC3)n2)c2ccccc21,0.9457784,1,0.9457784099296745
597,597,ZINC000033249422,-4.349050119,-1.410222204,2.938827915,0.013988095,Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N3CCOCC3)cnc3ccc(F)cc23)c1,0.07954460000000001,0,0.07954452698977382
598,598,ZINC000096067017,-4.348985987,-1.663198283,2.6857877039999996,0.005208333,CN1CCN(C[C@@H]2CN(Cc3ccoc3)Cc3nccn3C2)CC1,0.8771473,1,0.8771474301053543
599,599,ZINC000065395547,-4.348179911,-2.438384433,1.9097954780000002,0.035714286,CN1C[C@H]2CNC[C@@]2(C(=O)NCCC(=O)NC2CCCCC2)C1,0.9999972,1,0.9999971872293363
600,600,ZINC000033602037,-4.347692121000001,-1.644424348,2.703267772,0.024404762000000003,O=C(c1ccc(Cl)nc1Cl)N1CCCN(c2ncc(C(F)(F)F)cc2Cl)CC1,0.99414104,1,0.9941410339271582
601,601,ZINC000306126299,-4.3468754810000005,-1.4761693280000001,2.870706153,0.045238095,c1coc(CN2CCN(CC3CC3)[C@@H](c3cn4c(N5CCOCC5)cccc4n3)C2)c1,0.9364263,1,0.9364262621430228
602,602,ZINC000020140912,-4.346464596000001,-2.412012735,1.93445186,0.003571429,O=C(Nc1ccc(-c2ccc(CO)o2)c(Cl)c1)c1ccc([N+](=O)[O-])cc1,0.8112946999999999,1,0.8112947291062683
603,603,ZINC000008665830,-4.346134887,-2.01402888,2.3321060080000002,0.117559524,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2/C=C\[C@H](C=O)CC=O,0.48796988,0,0.4879697248016487
604,604,ZINC000585501762,-4.345640979,-1.326227181,3.019413798,0.020833333,O=c1ccc(-n2cccn2)nn1CC1CCN(c2ncccc2C(F)(F)F)CC1,0.9185745000000001,1,0.9185745627710908
605,605,ZINC000006166208,-4.345165346,-1.935055943,2.4101094030000003,0.026339286,COc1ccccc1-c1n[nH]c(=S)n1/N=C/c1ccc(Cl)cc1Cl,0.8166486,1,0.816648561408016
606,606,ZINC000007448236,-4.3441621580000005,-1.66706139,2.6771007680000003,0.054315475999999994,COc1ccccc1Nc1nc(Nc2ccc(C)c(Cl)c2)c2cnn(C)c2n1,0.34582952,0,0.3458295395020597
607,607,ZINC000097522181,-4.343727146,-1.2484685759999998,3.095258569,0.07485119,O=C(c1ccoc1)N1CCCN(C(=O)c2cccc(-c3cn[nH]c3)c2)CC1,0.9297502000000001,1,0.9297502305850083
608,608,ZINC000027644626,-4.343072083,-1.490354299,2.852717785,0.013988095,OC1CCC(/C=C\C2C[C@H](O)C[C@@H](O)C2)CC1,0.24079618,0,0.24079604594932788
609,609,ZINC000257280702,-4.342529557,-2.593903272,1.748626286,0.042261905,c1ccc(COc2ccccc2CN2CCOC[C@H](Cc3nccn4cccc34)C2)nc1,0.40443775,0,0.40443788751000415
